iClassificationId,ingredientId,ingredientTypeId
1981,2063,0
1982,2064,22
1983,2065,3
1984,2066,1
1985,2067,0
1986,2068,0
1987,2069,29
1988,2070,16
1989,2071,33
1990,2072,6
1991,2073,12
1992,2075,0
1993,2076,16
1994,2077,12
1995,2078,3
1996,2079,16
1997,2080,22
1998,2081,0
1999,2083,32
2000,2084,3
2001,2085,0
2002,2086,22
2003,2087,16
2004,2088,30
2005,2089,2
2006,2091,0
2007,2092,10
2008,2093,3
2009,2094,0
2010,2095,0
2011,2096,16
2012,2097,39
2013,2098,34
2014,2099,22
2015,2100,2
2016,2101,5
2017,2102,34
2018,2103,34
2019,2104,2
2020,2105,30
2021,2106,22
2022,2107,0
2023,2108,10
2024,2109,16
2025,2110,30
2026,2111,0
2027,2112,2
2028,2113,22
2029,2115,3
2030,2116,23
2031,2117,23
2032,2118,2
2033,2119,0
2034,2120,0
2035,2121,30
2036,2123,0
2037,2124,22
2038,2125,16
2039,2126,39
2040,2127,34
2041,2128,3
2042,2129,34
2043,2130,22
2044,2131,0
2045,2132,34
2046,2133,33
2047,2134,38
2048,2135,38
2049,2136,22
2050,2137,16
2051,2138,11
2052,2139,36
2053,2140,38
2054,2141,2
2055,2142,0
2056,2143,22
2057,2144,30
2058,2145,10
2059,2146,34
2060,2147,22
2061,2148,15
2062,2149,5
2063,2150,10
2064,2151,7
2065,2152,0
2066,2153,22
2067,2154,3
2068,2155,0
2069,2156,30
2070,2157,22
2071,2158,16
2072,2159,16
2073,2160,30
2074,2161,0
2075,2162,22
2076,2163,15
2077,2164,5
2078,2166,30
2079,2167,2
2080,2168,0
2081,2169,25
2082,2170,15
2083,2171,5
2084,2172,33
2085,2173,34
2086,2175,25
2087,2176,0
2088,2177,5
2089,2178,36
2090,2179,2
2091,2180,29
2092,2181,0
2093,2182,16
2094,2183,16
2095,2184,23
2096,2185,0
2097,2186,22
2098,2188,30
2099,2189,22
2100,2190,0
2101,2191,37
2102,2192,16
2103,2193,2
2104,2194,35
2105,2195,38
2106,2196,30
2107,2197,2
2108,2198,0
2109,2199,10
2110,2200,18
2111,2201,30
2112,2202,3
2113,2204,17
2114,2205,0
2115,2206,25
2116,2207,16
2117,2208,30
2118,2209,10
2119,2210,16
2120,2211,16
2121,2212,36
2122,2213,38
2123,2214,22
2124,2215,16
2125,2216,28
2126,2217,0
2127,2218,34
2128,2219,16
2129,2220,0
2130,2221,22
2131,2222,16
2132,2223,21
2133,2224,30
2134,2225,34
2135,2226,34
2136,2227,16
2137,2228,0
2138,2229,0
2139,2230,16
2140,2231,33
2141,2232,2
2142,2233,10
2143,2234,0
2144,2235,21
2145,2236,38
2146,2237,17
2147,2238,33
2148,2239,10
2149,2240,0
2150,2241,22
2151,2242,34
2152,2243,2
2153,2245,2
2154,2246,0
2155,2247,34
2156,2248,22
2157,2249,16
2158,2250,32
2159,2251,36
2160,2252,10
2161,2253,0
2162,2254,12
2163,2255,36
2164,2256,2
2165,2257,34
2166,2258,0
2167,2259,16
2168,2260,32
2169,2261,18
2170,2262,0
2171,2263,2
2172,2264,19
2173,2265,5
2174,2266,16
2175,2267,22
2176,2268,0
2177,2269,5
2178,2270,30
2179,2271,0
2180,2272,22
2181,2273,2
2182,2274,2
2183,2275,34
2184,2276,30
2185,2277,34
2186,2278,2
2187,2279,0
2188,2280,34
2189,2281,30
2190,2282,10
2191,2283,29
2192,2284,0
2193,2285,32
2194,2286,2
2195,2287,2
2196,2288,0
2197,2290,2
2198,2291,2
2199,2292,0
2200,2293,39
2201,2294,2
2202,2295,2
2203,2296,0
2204,2297,36
2205,2298,10
2206,2299,21
2207,2300,34
2208,2301,30
2209,2302,34
2210,2303,5
2211,2304,30
2212,2305,34
2213,2306,0
2214,2307,21
2215,2308,30
2216,2309,0
2217,2310,22
2218,2311,10
2219,2312,2
2220,2313,30
2221,2314,0
2222,2315,22
2223,2316,34
2224,2317,2
2225,2318,30
2226,2319,34
2227,2320,16
2228,2321,22
2229,2322,21
2230,2323,17
2231,2324,34
2232,2325,0
2233,2326,22
2234,2327,3
2235,2328,36
2236,2329,10
2237,2330,0
2238,2331,2
2239,2333,34
2240,2334,36
2241,2335,34
2242,2337,38
2243,2338,5
2244,2339,30
2245,2340,34
2246,2341,10
2247,2342,0
2248,2343,16
2249,2344,30
2250,2346,34
2251,2347,22
2252,2348,0
2253,2349,16
2254,2350,28
2255,2351,10
2256,2352,23
2257,2353,0
2258,2354,36
2259,2355,0
2260,2356,34
2261,2357,2
2262,2358,2
2263,2359,0
2264,2360,21
2265,2362,0
2266,2363,2
2267,2364,0
2268,2365,22
2269,2366,21
2270,2367,1
2271,2368,2
2272,2369,24
2273,2370,0
2274,2371,20
2275,2372,2
2276,2373,34
2277,2374,0
2278,2375,29
2279,2376,22
2280,2377,30
2281,2378,22
2282,2379,0
2283,2380,30
2284,2381,10
2285,2382,10
2286,2383,0
2287,2384,30
2288,2385,18
2289,2386,10
2290,2387,0
2291,2388,0
2292,2389,23
2293,2390,16
2294,2391,36
2295,2392,17
2296,2393,0
2297,2394,2
2298,2395,22
2299,2396,16
2300,2398,0
2301,2399,12
2302,2400,10
2303,2401,22
2304,2402,21
2305,2403,36
2306,2404,22
2307,2405,38
2308,2407,21
2309,2408,36
2310,2409,33
2311,2410,16
2312,2411,0
2313,2412,22
2314,2413,32
2315,2415,34
2316,2416,0
2317,2417,17
2318,2419,0
2319,2420,38
2320,2421,0
2321,2422,18
2322,2423,10
2323,2424,0
2324,2425,34
2325,2426,17
2326,2427,0
2327,2428,0
2328,2429,2
2329,2430,22
2330,2431,16
2331,2432,38
2332,2433,10
2333,2434,17
2334,2435,0
2335,2436,0
2336,2437,2
2337,2439,16
2338,2440,0
2339,2441,5
2340,2442,10
2341,2443,0
2342,2444,16
2343,2445,32
2344,2446,17
2345,2447,38
2346,2448,0
2347,2449,34
2348,2450,16
2349,2451,20
2350,2452,0
2351,2453,17
2352,2454,38
2353,2455,23
2354,2456,16
2355,2457,39
2356,2458,0
2357,2459,0
2358,2461,30
2359,2462,23
2360,2463,36
2361,2464,34
2362,2465,0
2363,2466,16
2364,2467,30
2365,2468,6
2366,2469,0
2367,2470,22
2368,2471,28
2369,2472,33
2370,2473,0
2371,2476,38
2372,2477,16
2373,2478,39
2374,2479,38
2375,2480,34
2376,2481,0
2377,2482,16
2378,2483,18
2379,2484,0
2380,2485,10
2381,2486,2
2382,2487,16
2383,2488,17
2384,2489,22
2385,2490,0
2386,2492,34
2387,2493,6
2388,2494,30
2389,2495,0
2390,2496,34
2391,2497,10
2392,2498,22
2393,2499,22
2394,2500,1
2395,2501,2
2396,2502,3
2397,2503,0
2398,2504,0
2399,2505,18
2400,2506,30
2401,2507,2
2402,2508,2
2403,2509,20
2404,2510,2
2405,2511,16
2406,2512,0
2407,2513,17
2408,2514,0
2409,2515,0
2410,2516,25
2411,2517,30
2412,2518,0
2413,2519,0
2414,2520,0
2415,2521,22
2416,2522,16
2417,2523,6
2418,2524,28
2419,2525,0
2420,2527,22
2421,2528,15
2422,2529,10
2423,2531,20
2424,2532,2
2425,2533,0
2426,2534,22
2427,2535,18
2428,2536,2
2429,2537,0
2430,2538,0
2431,2539,3
2432,2540,16
2433,2541,5
2434,2542,0
2435,2543,28
2436,2544,0
2437,2545,0
2438,2546,22
2439,2547,30
2440,2548,0
2441,2549,22
2442,2550,24
2443,2551,32
2444,2552,10
2445,2553,6
2446,2554,30
2447,2555,34
2448,2557,0
2449,2558,21
2450,2559,2
2451,2560,34
2452,2561,38
2453,2562,3
2454,2563,34
2455,2564,22
2456,2565,0
2457,2566,16
2458,2567,32
2459,2568,25
2460,2569,0
2461,2570,12
2462,2571,36
2463,2572,0
2464,2573,22
2465,2574,3
2466,2575,10
2467,2576,25
2468,2577,0
2469,2578,0
2470,2579,0
2471,2581,6
2472,2582,29
2473,2583,6
2474,2585,10
2475,2586,0
2476,2587,11
2477,2588,36
2478,2589,25
2479,2590,16
2480,2591,30
2481,2592,34
2482,2594,25
2483,2595,16
2484,2596,36
2485,2597,34
2486,2598,12
2487,2599,24
2488,2600,0
2489,2601,30
2490,2603,0
2491,2604,16
2492,2605,22
2493,2606,21
2494,2607,22
2495,2608,0
2496,2609,38
2497,2610,2
2498,2612,16
2499,2613,1
2500,2614,0
2501,2615,24
2502,2616,18
2503,2617,33
2504,2618,10
2505,2619,5
2506,2620,18
2507,2621,10
2508,2622,10
2509,2623,0
2510,2624,6
2511,2625,30
2512,2626,2
2513,2627,16
2514,2628,28
2515,2629,10
2516,2630,2
2517,2631,16
2518,2632,16
2519,2633,30
2520,2634,39
2521,2635,16
2522,2636,22
2523,2637,24
2524,2638,5
2525,2639,16
2526,2641,34
2527,2642,0
2528,2643,5
2529,2644,30
2530,2646,10
2531,2647,15
2532,2648,17
2533,2649,32
2534,2650,32
2535,2651,25
2536,2652,16
2537,2653,33
2538,2654,3
2539,2655,16
2540,2656,2
2541,2657,16
2542,2658,32
2543,2659,3
2544,2660,2
2545,2661,16
2546,2662,17
2547,2663,34
2548,2664,2
2549,2665,2
2550,2666,24
2551,2667,16
2552,2668,17
2553,2669,10
2554,2670,3
2555,2671,16
2556,2672,17
2557,2673,32
2558,2674,33
2559,2676,25
2560,2677,16
2561,2678,5
2562,2679,28
2563,2680,16
2564,2681,2
2565,2682,16
2566,2683,17
2567,2684,10
2568,2685,16
2569,2686,16
2570,2687,32
2571,2688,2
2572,2690,3
2573,2691,3
2574,2692,3
2575,2693,6
2576,2694,16
2577,2695,33
2578,2696,17
2579,2697,32
2580,2698,10
2581,2700,17
2582,2701,16
2583,2702,3
2584,2703,30
2585,2705,2
2586,2706,16
2587,2707,16
2588,2708,32
2589,2709,2
2590,2710,22
2591,2712,30
2592,2713,33
2593,2714,34
2594,2715,33
2595,2716,11
2596,2717,16
2597,2718,16
2598,2719,32
2599,2720,31
2600,2721,16
2601,2722,34
2602,2723,11
2603,2724,10
2604,2725,16
2605,2726,3
2606,2727,31
2607,2730,30
2608,2731,3
2609,2732,10
2610,2733,16
2611,2734,3
2612,2735,3
2613,2737,16
2614,2738,30
2615,2739,16
2616,2740,3
2617,2741,34
2618,2742,30
2619,2743,2
2620,2744,16
2621,2745,32
2622,2746,3
2623,2747,16
2624,2748,20
2625,2749,16
2626,2750,34
2627,2751,39
2628,2752,16
2629,2753,2
2630,2754,33
2631,2755,2
2632,2756,10
2633,2757,16
2634,2758,33
2635,2759,2
2636,2760,3
2637,2761,16
2638,2762,0
2639,2763,36
2640,2764,32
2641,2765,16
2642,2766,2
2643,2767,17
2644,2768,32
2645,2769,3
2646,2770,2
2647,2771,16
2648,2772,34
2649,2773,12
2650,2774,28
2651,2775,10
2652,2776,16
2653,2777,16
2654,2778,28
2655,2779,34
2656,2780,16
2657,2781,16
2658,2782,36
2659,2783,2
2660,2784,3
2661,2785,16
2662,2786,32
2663,2787,22
2664,2788,22
2665,2789,32
2666,2790,30
2667,2792,2
2668,2793,30
2669,2794,3
2670,2795,16
2671,2796,37
2672,2797,4
2673,2798,2
2674,2799,16
2675,2800,16
2676,2801,30
2677,2802,10
2678,2803,12
2679,2804,16
2680,2806,34
2681,2807,20
2682,2809,36
2683,2810,32
2684,2811,34
2685,2812,34
2686,2813,16
2687,2814,34
2688,2815,3
2689,2816,30
2690,2817,3
2691,2818,2
2692,2819,2
2693,2820,22
2694,2821,16
2695,2822,3
2696,2823,2
2697,2824,10
2698,2825,18
2699,2826,3
2700,2827,2
2701,2828,15
2702,2829,18
2703,2830,3
2704,2831,18
2705,2832,0
2706,2834,39
2707,2836,23
2708,2837,30
2709,2838,2
2710,2839,16
2711,2841,17
2712,2844,16
2713,2845,36
2714,2846,3
2715,2847,13
2716,2848,16
2717,2849,17
2718,2850,3
2719,2852,16
2720,2853,30
2721,2854,3
2722,2855,2
2723,2856,16
2724,2857,24
2725,2858,30
2726,2859,10
2727,2860,33
2728,2861,22
2729,2862,0
2730,2863,34
2731,2864,2
2732,2865,16
2733,2866,16
2734,2867,0
2735,2868,28
2736,2869,38
2737,2870,5
2738,2871,28
2739,2872,22
2740,2875,2
2741,2876,0
2742,2877,16
2743,2878,28
2744,2879,10
2745,2880,30
2746,2881,10
2747,2882,24
2748,2883,32
2749,2884,3
2750,2885,2
2751,2886,24
2752,2887,30
2753,2888,3
2754,2889,34
2755,2890,2
2756,2891,2
2757,2892,2
2758,2893,3
2759,2894,33
2760,2896,3
2761,2897,2
2762,2898,16
2763,2899,32
2764,2900,3
2765,2901,2
2766,2903,25
2767,2904,30
2768,2905,3
2769,2906,2
2770,2907,16
2771,2908,17
2772,2910,3
2773,2911,16
2774,2912,33
2775,2913,10
2776,2914,0
2777,2915,6
2778,2916,30
2779,2917,2
2780,2918,0
2781,2919,29
2782,2920,16
2783,2921,33
2784,2922,2
2785,2923,16
2786,2924,16
2787,2925,30
2788,2926,10
2789,2927,36
2790,2928,22
2791,2929,34
2792,2930,5
2793,2931,10
2794,2932,0
2795,2933,27
2796,2934,18
2797,2935,34
2798,2936,34
2799,2937,16
2800,2938,5
2801,2939,6
2802,2940,6
2803,2941,34
2804,2942,6
2805,2943,0
2806,2944,30
2807,2945,3
2808,2946,0
2809,2947,10
2810,2948,2
2811,2949,0
2812,2950,16
2813,2951,39
2814,2952,34
2815,2953,0
2816,2954,22
2817,2955,16
2818,2956,10
2819,2957,30
2820,2958,0
2821,2959,10
2822,2960,20
2823,2961,22
2824,2962,16
2825,2963,34
2826,2964,17
2827,2965,10
2828,2966,38
2829,2967,18
2830,2968,17
2831,2969,2
2832,2970,16
2833,2971,16
2834,2972,0
2835,2973,0
2836,2974,29
2837,2975,36
2838,2976,10
2839,2977,22
2840,2978,0
2841,2979,5
2842,2980,10
2843,2981,33
2844,2982,0
2845,2983,0
2846,2984,16
2847,2985,30
2848,2986,16
2849,2987,10
2850,2988,3
2851,2989,0
2852,2990,16
2853,2991,5
2854,2992,34
2855,2993,2
2856,2994,0
2857,2995,5
2858,2996,17
2859,2997,34
2860,2998,10
2861,2999,2
2862,3000,0
2863,3001,33
2864,3002,25
2865,3003,5
2866,3004,16
2867,3005,16
2868,3006,18
2869,3008,34
2870,3009,15
2871,3010,34
2872,3011,6
2873,3013,15
2874,3014,6
2875,3015,0
2876,3016,13
2877,3017,2
2878,3018,38
2879,3019,36
2880,3020,30
2881,3021,36
2882,3022,34
2883,3023,0
2884,3024,36
2885,3025,0
2886,3026,32
2887,3027,36
2888,3028,2
2889,3029,34
2890,3030,0
2891,3031,34
2892,3032,21
2893,3033,16
2894,3034,30
2895,3035,2
2896,3036,2
2897,3037,22
2898,3038,0
2899,3039,5
2900,3040,21
2901,3041,32
2902,3042,2
2903,3043,16
2904,3044,16
2905,3045,2
2906,3046,4
2907,3047,2
2908,3048,34
2909,3049,22
2910,3050,0
2911,3052,32
2912,3053,10
2913,3054,2
2914,3055,30
2915,3056,34
2916,3057,8
2917,3058,0
2918,3059,16
2919,3060,2
2920,3061,34
2921,3062,3
2922,3063,3
2923,3064,0
2924,3065,30
2925,3066,38
2926,3067,6
2927,3068,3
2928,3069,22
2929,3070,33
2930,3071,35
2931,3072,22
2932,3073,38
2933,3074,33
2934,3076,0
2935,3077,0
2936,3078,5
2937,3079,10
2938,3080,30
2939,3081,0
2940,3082,5
2941,3083,13
2942,3084,33
2943,3085,22
2944,3086,16
2945,3087,30
2946,3088,3
2947,3089,10
2948,3092,22
2949,3093,10
2950,3094,36
2951,3095,0
2952,3096,32
2953,3097,18
2954,3098,38
2955,3099,0
2956,3100,38
2957,3101,5
2958,3102,10
2959,3103,22
2960,3104,34
2961,3105,0
2962,3106,16
2963,3107,16
2964,3108,33
2965,3109,25
2966,3110,16
2967,3111,30
2968,3112,2
2969,3113,10
2970,3114,16
2971,3116,3
2972,3117,34
2973,3118,0
2974,3119,0
2975,3120,22
2976,3121,5
2977,3122,30
2978,3123,22
2979,3124,0
2980,3125,10
2981,3126,5
2982,3127,17
2983,3128,34
2984,3129,0
2985,3130,22
2986,3131,37
2987,3132,39
2988,3133,34
2989,3134,34
2990,3135,2
2991,3136,0
2992,3137,0
2993,3138,22
2994,3139,20
2995,3140,2
2996,3141,5
2997,3142,33
2998,3143,34
2999,3144,3
3000,3145,0
3001,3146,39
3002,3147,34
3003,3148,12
3004,3149,2
3005,3150,19
3006,3151,16
3007,3152,16
3008,3153,30
3009,3154,5
3010,3155,5
3011,3156,38
3012,3157,10
3013,3158,6
3014,3159,20
3015,3161,34
3016,3162,0
3017,3163,34
3018,3164,5
3019,3165,32
3020,3167,3
3021,3168,16
3022,3169,28
3023,3170,34
3024,3171,0
3025,3172,3
3026,3173,5
3027,3174,0
3028,3175,28
3029,3176,0
3030,3177,22
3031,3178,34
3032,3179,13
3033,3180,33
3034,3181,25
3035,3182,24
3036,3183,28
3037,3184,2
3038,3185,2
3039,3186,16
3040,3187,39
3041,3188,34
3042,3189,22
3043,3190,0
3044,3191,30
3045,3192,10
3046,3193,34
3047,3194,22
3048,3195,0
3049,3196,5
3050,3197,30
3051,3198,0
3052,3199,3
3053,3200,22
3054,3201,34
3055,3202,0
3056,3203,12
3057,3204,18
3058,3205,0
3059,3206,10
3060,3207,34
3061,3208,16
3062,3209,33
3063,3210,16
3064,3211,34
3065,3212,2
3066,3213,16
3067,3214,10
3068,3215,30
3069,3216,17
3070,3217,36
3071,3220,25
3072,3222,16
3073,3223,2
3074,3225,0
3075,3226,22
3076,3227,3
3077,3228,32
3078,3230,2
3079,3231,2
3080,3232,2
3081,3233,22
3082,1,10
3083,2,27
3084,5,34
3085,6,27
3086,7,27
3087,12,27
3088,13,22
3089,14,0
3090,19,22
3091,24,2
3092,25,2
3093,26,10
3094,29,3
3095,30,27
3096,32,25
3097,35,27
3098,36,2
3099,37,22
3100,39,26
3101,40,2
3102,41,27
3103,47,27
3104,49,2
3105,50,38
3106,51,29
3107,53,6
3108,54,10
3109,55,34
3110,60,35
3111,61,2
3112,62,16
3113,64,4
3114,67,19
3115,68,0
3116,70,2
3117,72,27
3118,75,19
3119,76,34
3120,81,27
3121,82,10
3122,86,2
3123,87,2
3124,89,27
3125,91,10
3126,92,2
3127,93,27
3128,97,27
3129,98,10
3130,101,2
3131,102,2
3132,104,27
3133,107,2
3134,108,27
3135,109,4
3136,110,34
3137,115,15
3138,118,27
3139,120,27
3140,121,2
3141,122,38
3142,123,34
3143,125,2
3144,128,33
3145,133,27
3146,134,34
3147,137,2
3148,139,23
3149,140,34
3150,141,23
3151,145,34
3152,146,27
3153,148,3
3154,150,10
3155,153,27
3156,154,4
3157,160,27
3158,162,34
3159,164,2
3160,165,27
3161,170,22
3162,172,3
3163,173,2
3164,174,27
3165,177,33
3166,178,2
3167,182,34
3168,184,4
3169,185,27
3170,193,3
3171,195,3
3172,199,2
3173,213,27
3174,214,27
3175,217,0
3176,220,27
3177,222,2
3178,223,27
3179,224,34
3180,227,33
3181,229,0
3182,233,10
3183,235,27
3184,238,16
3185,240,27
3186,246,33
3187,247,27
3188,249,2
3189,250,27
3190,253,33
3191,254,27
3192,255,34
3193,256,9
3194,257,10
3195,258,13
3196,261,12
3197,263,39
3198,264,27
3199,266,10
3200,272,34
3201,274,11
3202,277,34
3203,279,2
3204,282,10
3205,283,27
3206,285,2
3207,290,27
3208,291,10
3209,292,39
3210,294,3
3211,299,2
3212,301,20
3213,307,27
3214,308,9
3215,310,2
3216,319,27
3217,322,2
3218,324,2
3219,325,19
3220,326,0
3221,333,2
3222,337,10
3223,339,3
3224,340,27
3225,341,2
3226,343,2
3227,344,4
3228,346,23
3229,349,27
3230,350,2
3231,351,27
3232,354,2
3233,356,6
3234,358,2
3235,362,2
3236,363,27
3237,366,34
3238,367,34
3239,368,27
3240,369,10
3241,373,2
3242,375,2
3243,378,34
3244,381,2
3245,382,27
3246,383,34
3247,384,34
3248,385,10
3249,387,22
3250,391,2
3251,392,4
3252,393,6
3253,395,3
3254,396,3
3255,399,2
3256,400,0
3257,402,4
3258,403,23
3259,404,33
3260,408,33
3261,410,16
3262,411,6
3263,414,22
3264,421,2
3265,425,34
3266,426,6
3267,432,2
3268,433,34
3269,434,27
3270,435,9
3271,439,27
3272,440,2
3273,443,2
3274,444,27
3275,445,34
3276,446,34
3277,448,2
3278,449,3
3279,450,16
3280,454,27
3281,455,4
3282,457,38
3283,458,2
3284,466,10
3285,469,3
3286,470,2
3287,473,2
3288,474,27
3289,478,10
3290,481,2
3291,482,2
3292,485,10
3293,487,33
3294,490,27
3295,495,16
3296,498,22
3297,499,27
3298,502,2
3299,503,22
3300,504,27
3301,506,30
3302,507,2
3303,513,2
3304,517,2
3305,519,22
3306,520,27
3307,523,26
3308,524,27
3309,526,27
3310,527,2
3311,529,27
3312,530,22
3313,532,34
3314,534,39
3315,537,3
3316,541,27
3317,542,2
3318,544,26
3319,545,3
3320,553,0
3321,554,33
3322,556,2
3323,559,39
3324,561,0
3325,565,16
3326,569,2
3327,573,11
3328,574,27
3329,576,2
3330,579,27
3331,580,27
3332,582,11
3333,583,26
3334,584,27
3335,585,27
3336,587,34
3337,590,22
3338,591,38
3339,592,0
3340,600,2
3341,601,27
3342,602,38
3343,608,34
3344,609,6
3345,610,27
3346,611,10
3347,613,34
3348,614,26
3349,616,27
3350,617,27
3351,619,20
3352,620,27
3353,621,22
3354,622,6
3355,623,38
3356,626,34
3357,628,2
3358,629,2
3359,633,27
3360,635,27
3361,636,22
3362,637,27
3363,641,6
3364,645,34
3365,647,2
3366,649,34
3367,651,2
3368,655,10
3369,656,27
3370,657,3
3371,658,27
3372,659,27
3373,660,10
3374,661,16
3375,662,2
3376,663,27
3377,666,10
3378,673,2
3379,675,34
3380,676,27
3381,678,26
3382,679,4
3383,681,33
3384,684,29
3385,685,26
3386,688,26
3387,691,30
3388,692,2
3389,697,2
3390,698,27
3391,699,10
3392,700,37
3393,702,2
3394,703,27
3395,704,22
3396,705,34
3397,708,4
3398,709,27
3399,711,3
3400,720,34
3401,730,27
3402,732,2
3403,734,34
3404,735,34
3405,739,11
3406,741,2
3407,742,27
3408,743,2
3409,744,10
3410,746,11
3411,747,6
3412,748,27
3413,751,2
3414,752,2
3415,756,27
3416,757,22
3417,758,3
3418,761,27
3419,762,27
3420,763,10
3421,766,2
3422,767,29
3423,768,26
3424,769,2
3425,770,27
3426,771,10
3427,772,26
3428,774,27
3429,775,34
3430,777,26
3431,778,2
3432,780,27
3433,786,6
3434,787,4
3435,789,3
3436,790,2
3437,791,34
3438,793,3
3439,794,10
3440,795,2
3441,797,2
3442,799,0
3443,801,3
3444,802,27
3445,803,22
3446,804,4
3447,806,3
3448,808,34
3449,811,3
3450,812,2
3451,813,39
3452,817,27
3453,818,6
3454,821,33
3455,823,27
3456,824,2
3457,826,27
3458,827,2
3459,828,6
3460,832,27
3461,840,2
3462,845,34
3463,846,2
3464,849,2
3465,853,2
3466,856,23
3467,857,10
3468,858,14
3469,860,2
3470,862,34
3471,863,19
3472,864,2
3473,866,2
3474,867,27
3475,868,6
3476,869,6
3477,873,35
3478,877,27
3479,881,3
3480,882,2
3481,883,27
3482,885,27
3483,887,34
3484,889,2
3485,890,27
3486,892,2
3487,895,27
3488,897,10
3489,898,27
3490,899,3
3491,900,2
3492,902,34
3493,904,2
3494,905,27
3495,906,10
3496,907,10
3497,915,34
3498,916,2
3499,918,38
3500,919,27
3501,922,2
3502,923,27
3503,924,34
3504,927,33
3505,928,27
3506,933,22
3507,934,27
3508,937,2
3509,944,2
3510,946,34
3511,947,34
3512,950,27
3513,951,10
3514,954,30
3515,955,2
3516,957,27
3517,958,4
3518,961,3
3519,967,10
3520,968,27
3521,969,34
3522,974,6
3523,976,4
3524,978,12
3525,980,34
3526,981,2
3527,984,2
3528,985,39
3529,986,27
3530,988,2
3531,990,27
3532,994,27
3533,997,20
3534,999,27
3535,1000,4
3536,1004,34
3537,1008,6
3538,1011,4
3539,1017,27
3540,1020,27
3541,1021,2
3542,1022,22
3543,1023,27
3544,1025,34
3545,1026,27
3546,1029,22
3547,1034,34
3548,1037,2
3549,1038,10
3550,1041,20
3551,1042,2
3552,1045,22
3553,1046,27
3554,1048,2
3555,1051,20
3556,1052,2
3557,1053,27
3558,1054,32
3559,1055,2
3560,1057,2
3561,1061,27
3562,1066,10
3563,1067,27
3564,1068,27
3565,1070,27
3566,1072,13
3567,1075,34
3568,1076,27
3569,1078,12
3570,1080,27
3571,1081,27
3572,1082,25
3573,1086,27
3574,1088,6
3575,1089,27
3576,1093,2
3577,1095,27
3578,1096,34
3579,1099,34
3580,1100,4
3581,1105,34
3582,1106,2
3583,1108,6
3584,1113,2
3585,1116,2
3586,1117,38
3587,1118,27
3588,1124,35
3589,1126,10
3590,1127,35
3591,1131,27
3592,1133,10
3593,1137,4
3594,1138,22
3595,1139,6
3596,1143,27
3597,1144,2
3598,1145,27
3599,1146,34
3600,1149,4
3601,1150,10
3602,1151,3
3603,1152,10
3604,1153,18
3605,1154,10
3606,1155,3
3607,1156,4
3608,1159,29
3609,1161,4
3610,1162,27
3611,1163,22
3612,1164,34
3613,1165,2
3614,1166,27
3615,1167,27
3616,1168,34
3617,1172,26
3618,1173,35
3619,1177,6
3620,1179,33
3621,1180,2
3622,1181,2
3623,1182,27
3624,1183,2
3625,1185,34
3626,1187,2
3627,1192,34
3628,1193,27
3629,1194,15
3630,1196,16
3631,1197,33
3632,1199,3
3633,1204,27
3634,1205,34
3635,1206,6
3636,1207,34
3637,1209,29
3638,1210,2
3639,1211,2
3640,1213,4
3641,1215,4
3642,1217,6
3643,1219,2
3644,1221,16
3645,1222,16
3646,1224,2
3647,1228,34
3648,1229,2
3649,1230,27
3650,1232,12
3651,1236,27
3652,1239,27
3653,1242,6
3654,1243,2
3655,1246,4
3656,1248,33
3657,1249,22
3658,1250,10
3659,1255,10
3660,1257,3
3661,1259,10
3662,1262,27
3663,1263,34
3664,1267,34
3665,1270,35
3666,1276,34
3667,1277,16
3668,1281,34
3669,1282,27
3670,1286,4
3671,1287,25
3672,1291,4
3673,1293,27
3674,1294,6
3675,1301,12
3676,1303,6
3677,1305,2
3678,1306,34
3679,1307,34
3680,1309,20
3681,1310,27
3682,1314,2
3683,1315,38
3684,1316,4
3685,1317,27
3686,1320,34
3687,1321,4
3688,1322,10
3689,1324,27
3690,1328,12
3691,1330,34
3692,1333,3
3693,1335,16
3694,1336,34
3695,1339,2
3696,1340,27
3697,1345,34
3698,1346,27
3699,1351,3
3700,1352,2
3701,1353,26
3702,1354,27
3703,1356,6
3704,1359,2
3705,1364,27
3706,1365,27
3707,1369,3
3708,1370,29
3709,1371,34
3710,1372,34
3711,1373,30
3712,1374,27
3713,1376,3
3714,1378,2
3715,1379,10
3716,1380,0
3717,1381,34
3718,1382,20
3719,1383,2
3720,1384,2
3721,1385,27
3722,1388,6
3723,1392,27
3724,1396,4
3725,1399,27
3726,1401,34
3727,1405,27
3728,1406,2
3729,1407,27
3730,1408,22
3731,1411,34
3732,1412,2
3733,1413,2
3734,1414,10
3735,1415,34
3736,1416,26
3737,1419,27
3738,1420,22
3739,1422,6
3740,1424,10
3741,1425,34
3742,1427,34
3743,1432,34
3744,1434,22
3745,1435,16
3746,1436,4
3747,1438,33
3748,1439,10
3749,1440,34
3750,1441,6
3751,1442,33
3752,1443,2
3753,1448,27
3754,1449,6
3755,1450,34
3756,1451,6
3757,1454,27
3758,1455,2
3759,1456,6
3760,1457,34
3761,1458,6
3762,1461,27
3763,1466,27
3764,1469,2
3765,1470,27
3766,1471,27
3767,1476,29
3768,1478,2
3769,1479,20
3770,1480,11
3771,1481,27
3772,1482,34
3773,1487,34
3774,1491,27
3775,1495,2
3776,1497,19
3777,1499,32
3778,1501,2
3779,1502,2
3780,1503,27
3781,1508,2
3782,1509,27
3783,1512,10
