,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,genreName,BinProb
115581,51.27635169446958,5.64898938713454,1.243770018427881,71.65176355521383,61.74367409968563,Action,6
343625,38.29929701924256,40.12569187741166,92.9815677847638,89.68529898802939,25.622614144173372,Biography,17
258356,19.453748659637547,14.71006895692768,85.45437626230878,69.69273354764684,59.54505390251309,Action,11
326431,0.7575990774780883,45.30051972814785,2.6663672730162014,17.876475603931773,46.163977610305686,Comedy,3
281771,57.857011049445084,46.161705007723356,61.10445471543894,0.9353281159323767,22.041114915015704,Comedy,6
42975,30.067276685581124,47.307761801388615,53.94134218139733,52.71088809061417,96.82846931251248,Romance,11
330797,63.70189836378268,23.533990417653115,68.5107034680464,25.91861563900528,39.26754598439637,Family,5
78850,45.34137101495491,63.871184379246706,13.664079537606888,66.80732431145266,4.765569421708971,Thriller,15
281825,57.857011049445084,46.161705007723356,61.10445471543894,0.9353281159323767,22.041114915015704,Romance,1
259584,47.51091269294426,4.898299051946486,80.43265426813127,16.555829992327485,26.920641398812528,Crime,15
225223,94.90171321784251,13.949975360228539,41.53913403439059,38.61852708661942,47.44168258890469,Drama,10
261602,56.84276520018202,39.62132400274826,11.158892518645969,8.9054477884694,51.75779787457536,Drama,4
278952,67.1135744980252,71.2558964916532,46.75966404053273,54.6167238238503,85.5843120634735,Thriller,8
103999,52.012250225008906,84.71415425714476,7.627459480278487,22.89988511840576,75.56574453156102,Mystery,8
199733,9.161578167550077,82.1833164006257,60.210676736630255,97.64007011969146,83.66704397829832,Documentary,15
285485,19.75811453859485,96.65188647525237,5.597840110707208,85.94079048607033,64.62194647628866,Drama,5
130884,16.40647277685565,45.25023673552659,87.9353329311518,72.02630001687001,10.352810301516424,Comedy,8
323506,1.219676510099954,32.795006305008066,99.03689643712555,33.2341434652754,73.35745734091286,Comedy,7
152338,10.164604659280386,63.06373271504667,74.7956064000414,0.17908242881075065,68.53458633395041,Drama,4
172883,0.1681286962061379,73.70929763207761,85.6733381844465,56.435140153608074,31.414583546536036,Adventure,6
15644,95.43081431195219,72.83621734491106,77.0879155737374,72.01527329564593,30.775931178119876,Drama,13
191636,98.6183691425265,22.725364951699056,20.72131504796729,95.56541103803409,20.99649241329965,Adventure,15
294507,82.30420607486765,97.95668367332414,41.35565824579933,24.225272493857197,84.31841050877051,Documentary,15
252928,66.10260910193651,13.149506114177589,64.64665020517583,8.454697633889142,55.8418530293625,Drama,9
104693,38.85534423373004,65.89298379523353,58.00287835407711,25.901573362632014,20.406815589227733,Horror,16
288209,8.864297995695313,63.83477405474341,44.31944883746001,69.62562667654086,33.69194545762316,Horror,11
351782,61.227225051734024,49.09224014425648,75.09796756713841,87.66885129750622,69.93460083636222,Crime,6
220067,89.38242035187194,40.32429654887907,80.0697724567137,95.28974594224309,93.58774245331963,Documentary,14
308382,75.18761273866782,22.054849359732366,83.80586082462337,80.95265079749494,15.134415843467973,Horror,11
73731,37.741115714787185,70.41717516152501,78.20734415872424,34.658492125203146,91.91338144033575,Drama,6
326886,0.7575990774780883,45.30051972814785,2.6663672730162014,17.876475603931773,46.163977610305686,Documentary,7
339281,74.15426750314657,14.818867668626778,12.800676087735742,7.656949038146532,55.86533670369512,Comedy,12
325204,75.66136612342201,14.906521443103038,77.1983852876694,92.81470317389967,11.483153082523334,Biography,12
296897,30.91887126491176,77.06580028446946,7.03884249302309,67.25862345367051,27.44684706291195,Thriller,12
26756,50.56181138035447,60.856271323576884,34.92669581068392,51.859908902371465,68.91186707852125,Adventure,3
249322,18.551641742205828,21.683741601226803,55.92391450839408,30.6936313926353,77.417291650997,Documentary,5
217462,73.55355986744648,31.49563924933181,18.35312659307824,67.66325175944513,52.43439106590591,Mystery,9
81203,19.9194868886863,62.270280606087184,11.183320491881243,24.886880491573628,0.32035738394654567,Drama,7
345672,64.22208443873735,12.355024812151004,67.90204506431955,30.032172385311828,69.68797647391504,Comedy,14
63969,87.89568252072019,97.93707608929182,44.22159019590802,24.50345576576709,64.50075270552918,Thriller,8
57152,38.45883614007543,89.55591548500075,39.67028327186599,85.46500766944953,73.25858075687233,Drama,8
122259,51.768832404146735,56.94202252021721,48.01946180747776,28.056357396943497,39.41956085214044,Drama,7
130316,20.058744050049704,28.29076103273539,53.997907408063114,45.92288129500087,58.8795991718742,History,12
357630,81.44582143355902,84.19931258407318,76.10578380922597,7.441730235668153,41.58588983768872,Action,9
333490,75.23837765755216,20.558303970964854,66.95755578883357,64.13053615685027,80.05387902645106,Documentary,9
349071,76.08903432101523,44.36850492602722,43.13632416909743,42.762574495525286,63.73842159534975,Drama,8
245893,89.26107906432482,90.3646438672895,1.6637748263826357,93.03381412252871,32.56677858782334,Action,2
181524,85.54190351877142,19.897049440904947,14.390351945911217,22.714057203733105,92.3016001920045,Comedy,16
325753,61.52219425603585,32.25686260096246,82.1920669602963,99.46876751729268,59.35008066246298,Drama,16
100389,38.54985589702052,17.71713110292036,21.57049527834436,99.8726708193517,94.23287741342608,Documentary,14
255465,2.9164969311447964,72.55818340020159,84.25795796763894,69.38498231814592,25.324755017966115,Drama,13
343938,73.45776629724811,39.35179588932658,98.41862220531617,10.428749811325556,57.836340598293376,Horror,12
213955,24.995822514302013,86.07765596643216,6.424291540890758,42.46530346839453,92.53111858753748,Drama,0
239864,40.323047012494285,4.424776797510354,91.23553367818951,59.89840386750747,20.787219575772152,Thriller,17
70182,77.87587472269507,40.33564683145114,17.933537296881862,86.83945183410742,42.54810610640938,Mystery,12
316065,74.31970239568835,1.5047016724975215,32.841985216388245,19.09311863232721,96.25567381236174,Comedy,16
173175,54.54350856132503,19.496389004569046,51.97429871252476,21.85996617994985,36.29810422563294,Romance,2
7078,98.19394141900523,38.69358054783846,97.2165186428049,87.26810782968353,45.820141556150084,History,9
158202,35.53485351455643,35.969050979443736,63.73521968866442,88.32306836669503,24.660937590760803,War,9
288270,8.864297995695313,63.83477405474341,44.31944883746001,69.62562667654086,33.69194545762316,Mystery,8
165322,81.56552023343612,14.79636825043843,96.42036773561132,9.079468453935824,80.08566159511778,Comedy,14
330404,84.34604392963986,71.94854992189855,30.562186918402436,5.055002079081827,14.722016657063197,Animation,10
240950,98.70870632186724,72.50442540742739,18.356640907017084,42.40178661835918,68.7280524383935,Biography,5
204850,47.831576348201324,72.75104301689488,67.51775864354892,63.67262892784865,0.4514578309751771,Drama,13
56402,26.925029581615135,76.72899036188105,6.601067103754755,22.91373500572398,58.28506336462357,Comedy,4
337575,18.600475322692844,61.66542458788644,10.065929757843872,12.775362034702587,45.58723391038332,Drama,3
78818,45.34137101495491,63.871184379246706,13.664079537606888,66.80732431145266,4.765569421708971,Crime,17
222210,76.60654108172153,59.666369601760586,43.35304747087678,7.226609593725253,10.046055256326103,Action,12
218349,64.38590356937507,21.902007917715927,15.376777016161247,5.538169295918516,0.6700631618401176,Romance,0
6487,98.19394141900523,38.69358054783846,97.2165186428049,87.26810782968353,45.820141556150084,Horror,7
349575,97.52051781440116,97.72797576091992,82.7626999741723,42.41656338145856,88.63143567082562,Documentary,15
162607,37.27490527958436,40.94265981648553,91.40139485540593,75.27557180128683,59.61910771620531,Comedy,13
337532,18.600475322692844,61.66542458788644,10.065929757843872,12.775362034702587,45.58723391038332,Romance,0
148751,68.46094527401935,80.63519819709705,3.66823592653035,29.09183365632736,1.3407358781566847,Comedy,5
290384,43.0974683646674,93.52308093860722,66.14678635827272,73.84364377445064,90.49919305865681,Drama,7
42847,30.067276685581124,47.307761801388615,53.94134218139733,52.71088809061417,96.82846931251248,Romance,11
345768,64.22208443873735,12.355024812151004,67.90204506431955,30.032172385311828,69.68797647391504,Comedy,14
75983,81.50115955126135,64.39622747804331,29.117184466697154,31.157960624923998,87.85159438540911,Thriller,8
185997,24.098117879736957,95.34227484064563,65.21821977536545,23.137248254897248,47.66468769158503,Thriller,6
62009,55.18260805663806,68.1296647644617,84.72082276248956,66.28942910098063,41.43078453590092,Drama,12
166176,56.32309793478858,89.20291873792698,51.78077131720094,16.34542237824007,85.17241055283934,Documentary,12
234121,28.64943353992566,31.74106147033139,41.98097675430126,70.9452258621752,71.54122381934674,Biography,11
258411,19.453748659637547,14.71006895692768,85.45437626230878,69.69273354764684,59.54505390251309,Documentary,5
87490,11.116875630360735,32.25952846657195,41.89487556292429,98.21500011203315,41.40223519007308,Comedy,12
324116,55.22011760130111,63.13104252196842,8.88738329583033,15.249953153820828,76.81037225766592,Horror,14
176009,97.94156379941982,75.88585085462076,30.915960552688937,12.369414694195846,42.015525117409034,Drama,4
201399,64.73795917039378,44.395989879873945,67.63819887240089,95.33281844497012,9.890853010278821,Adventure,16
337211,18.600475322692844,61.66542458788644,10.065929757843872,12.775362034702587,45.58723391038332,Romance,0
167598,13.19575354598549,20.78746928535744,14.182301973875722,31.187058083349818,38.67357589465289,Adventure,3
77332,75.37156256754092,99.54751483982682,66.27052188078937,40.5228375969064,47.95755083508998,Action,6
322009,73.94507534044818,27.717125375104136,79.775959972256,64.04048205201913,80.2309809604137,Action,6
228257,10.15438436709749,32.61322462227996,53.48284257051711,15.902345061588486,91.16308098179671,Drama,5
186567,6.0197267847615805,43.932984556118704,67.71058297833947,20.26841518698449,29.168577291360474,Drama,10
235732,73.80008067498875,34.649132244541434,53.02158302130798,98.34202971106103,99.03402651043736,Action,1
189127,69.24615358786977,59.33317556801653,18.772738104432108,42.58296039829182,22.867595591672497,Fantasy,7
159482,63.73298162119718,10.590175350209396,81.67422754756716,74.52171533390589,47.8487656334569,Sci-Fi,7
107406,37.69154254145434,71.21662817362645,51.0732384141941,62.317970130495624,27.545206209002473,Biography,16
20213,48.52269320640031,13.19151724643004,75.16993043377202,15.837485826056518,20.668720681710095,War,15
153022,4.5278233977052,2.0268037022981966,50.508401395066784,64.20413652747703,43.000847450948896,Drama,14
154648,23.669186075431604,8.362579542970261,2.2542563111477065,47.536516056312394,49.81009678268832,Drama,9
302280,57.94624178799963,20.748269261404605,39.561474345352146,4.518353953342813,17.731816659414058,Action,14
328015,53.883404425245814,6.913489187943622,48.39747832507305,99.5210744082359,41.24100213271128,Drama,17
325481,61.52219425603585,32.25686260096246,82.1920669602963,99.46876751729268,59.35008066246298,Sci-Fi,7
97754,93.6127349394345,85.83983771621627,51.20320174909894,49.27025294869033,99.4955788172524,Drama,4
57147,38.45883614007543,89.55591548500075,39.67028327186599,85.46500766944953,73.25858075687233,Sci-Fi,5
